name,age,gender,caste,religion,occupation,education,annual_income,marital_status,district,family_size,ration_card_type,disability_status,bank_account,land_ownership,land_holding_acres,recommended_scheme
,19,Female,SC,Others,Student,10th Pass,46771.55,Single,Cuddalore,3.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Kavitha,30,Male,MBC,Hindu,Unemployed,Post Graduate,68028.07,Single,Madurai,5.0,APL,No,Yes,No,0.0,CM Internship Programme
Geetha,34,Female,BC,Hindu,Unemployed,Post Graduate,87012.54,Single,Krishnagiri,3.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Selvam,5,Female,MBC,Hindu,Student,10th Pass,28271.81,Single,Villupuram,3.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Priya,17,Male,SC,Christian,Student,12th Pass,108207.12,Single,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Venkat,30,Female,SC,Others,Unorganised Worker,Graduate,92456.92,Married,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Rajan,13,Male,SC,Others,Student,Graduate,53492.05,Single,Virudhunagar,6.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Anitha,27,Female,SC,Christian,Self-employed,Graduate,58922.31,Single,Coimbatore,3.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Priya,32,Female,SC,Others,Farmer,12th Pass,143317.88,Married,Thoothukudi,5.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Divya,37,Male,SC,Muslim,Unorganised Worker,12th Pass,47712.37,Widowed,Villupuram,3.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Kumar,69,Female,MBC,Muslim,Homemaker,12th Pass,32221.24,Married,Erode,3.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Meena,60,Male,BC,Hindu,Unemployed,Post Graduate,47577.68,Married,Villupuram,2.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
,7,Female,MBC,Christian,Student,Post Graduate,65018.95,Single,Coimbatore,2.0,BPL,Yes,No,No,0.0,Special School Assistance
Venkat,15,Female,MBC,Others,Student,10th Pass,79615.23,Single,Kancheepuram,2.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Murugan,36,Male,BC,Muslim,Unemployed,,60082.01,Single,Sivaganga,5.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
,47,Female,ST,Christian,Unorganised Worker,5th Pass,65136.6,Married,Sivaganga,3.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Rekha,25,Male,SC,Christian,Construction Worker,,96503.5,Married,Thoothukudi,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Priya,48,Male,ST,Christian,Toddy Tapper,12th Pass,20911.12,Married,Salem,2.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
,71,Male,OC,Others,Unemployed,10th Pass,153407.44,Widowed,Vellore,5.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Arjun,53,Female,ST,Christian,Unorganised Worker,Post Graduate,64369.3,Widowed,Salem,1.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
,47,Female,ST,Christian,Employee,Graduate,222814.93,Married,Villupuram,2.0,APL,No,Yes,No,1.29,CMCHIS – Chief Minister's Health Insurance
Arjun,58,Female,SC,Others,Farmer,8th Pass,112854.39,Married,Dindigul,4.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
,47,Female,SC,Hindu,Unorganised Worker,12th Pass,214253.7,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Karthik,28,Male,MBC,Hindu,Employee,10th Pass,64090.88,Married,Kancheepuram,5.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Rekha,21,Male,ST,Others,Unorganised Worker,8th Pass,18463.31,Married,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Murugan,27,Female,BC,Christian,Student,12th Pass,44362.45,Single,Dindigul,2.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Lakshmi,37,Male,SC,Hindu,Self-employed,10th Pass,107453.3,Single,Coimbatore,5.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Divya,23,Female,MBC,Hindu,Homemaker,5th Pass,137895.16,Married,Salem,6.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Divya,45,Female,BC,Muslim,Unorganised Worker,10th Pass,38022.92,Married,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Rekha,37,Male,ST,Others,Homemaker,No Formal Education,45334.51,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Vijay,50,Female,MBC,Christian,Construction Worker,10th Pass,197151.35,Married,Thanjavur,5.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Selvam,48,Male,BC,Muslim,Employee,8th Pass,216251.77,,Tirunelveli,2.0,BPL,No,Yes,No,0.45,Chief Minister's Green Tamil Nadu Mission
Geetha,23,Female,MBC,Hindu,Homemaker,10th Pass,164059.3,Married,Coimbatore,6.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Karthik,39,Female,SC,Others,Employee,Post Graduate,143556.78,Single,Chennai,3.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Geetha,28,Female,MBC,Muslim,Homemaker,Graduate,103405.26,Married,Virudhunagar,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Sangeetha,18,Female,MBC,Others,Homemaker,10th Pass,174640.86,Married,Vellore,4.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Kavitha,30,Female,MBC,Others,Student,10th Pass,20989.82,Single,Thanjavur,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Priya,33,Female,SC,Others,Homemaker,8th Pass,61678.09,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Nithya,36,Female,BC,Christian,Homemaker,12th Pass,,Married,Kancheepuram,5.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Meena,49,Female,SC,Hindu,Farmer,12th Pass,68659.96,Single,Tiruchirappalli,2.0,APL,No,Yes,Yes,3.01,PM Kisan Samman Nidhi
Murugan,38,Male,ST,Christian,Farmer,5th Pass,131414.76,Married,Sivaganga,2.0,BPL,No,Yes,Yes,2.55,Free Distribution of Seeds and Fertilizers
Geetha,41,Male,BC,Muslim,Farmer,Graduate,65243.01,Married,Tiruchirappalli,3.0,BPL,No,Yes,Yes,1.59,Free Borewell Scheme for Farmers
,43,Male,ST,Others,Farmer,No Formal Education,30608.64,Married,Cuddalore,7.0,BPL,No,Yes,Yes,3.78,Crop Insurance Scheme (PMFBY)
Priya,28,Female,BC,Muslim,Farmer,5th Pass,143039.97,Married,Thanjavur,6.0,APL,No,Yes,Yes,1.11,Kisan Credit Card Scheme
Murugan,41,Male,SC,Others,Farmer,12th Pass,174216.08,Married,Krishnagiri,4.0,BPL,No,Yes,Yes,2.78,Solar Pump Scheme for Farmers
,30,Female,OC,Hindu,Farmer,Post Graduate,58814.66,Married,Coimbatore,6.0,APL,No,Yes,Yes,3.04,Coconut Development Board Subsidy
Venkat,40,Male,ST,Hindu,Fisher,Post Graduate,70090.15,Married,Cuddalore,2.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Lakshmi,18,Male,BC,Muslim,Fisher,12th Pass,81235.04,Married,Sivaganga,6.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Karthik,18,Male,BC,Hindu,Fisher,12th Pass,34783.82,Married,Vellore,5.0,BPL,No,Yes,No,,Fishermen Housing Scheme
Selvam,29,Male,SC,Christian,Fisher,5th Pass,52945.78,Married,Cuddalore,6.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Arjun,15,Female,MBC,Christian,Student,No Formal Education,123370.55,Single,Salem,6.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Karthik,21,Male,SC,Others,Student,Graduate,31104.16,Single,Thoothukudi,5.0,APL,No,Yes,No,0.0,Free Laptop Scheme
Karthik,24,Female,BC,Muslim,Student,12th Pass,72016.62,Single,Virudhunagar,2.0,APL,No,Yes,No,,Pudhumai Penn Scheme
,27,Male,OC,Muslim,Unemployed,Graduate,51761.48,Single,Salem,5.0,APL,No,Yes,No,0.0,CM Internship Programme
Balu,21,Male,ST,Muslim,Unemployed,Post Graduate,86111.1,Single,Krishnagiri,6.0,BPL,No,Yes,No,,SEED Scheme (Educated Unemployed)
Murugan,12,Female,BC,Christian,Student,10th Pass,56175.63,Single,Villupuram,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
,22,Female,SC,Others,Student,10th Pass,164052.98,Single,Thoothukudi,4.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Sumathy,42,Female,SC,Muslim,Unorganised Worker,10th Pass,43247.67,Married,Nagapattinam,7.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
,25,Male,SC,Others,Student,12th Pass,189652.97,Single,Villupuram,3.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Kavitha,33,Female,SC,Christian,Self-employed,12th Pass,160992.67,Married,Salem,5.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Lakshmi,22,Female,SC,Others,Self-employed,12th Pass,166507.69,Married,Dindigul,3.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Meena,53,Female,MBC,Muslim,Unemployed,10th Pass,79037.5,,Thoothukudi,2.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Geetha,34,Male,ST,Others,Student,No Formal Education,42862.8,Married,Namakkal,1.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Sumathy,26,Male,ST,Christian,Unemployed,5th Pass,83798.24,Single,Namakkal,2.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Vijay,8,Male,BC,,Student,Graduate,51219.15,Single,Dindigul,3.0,BPL,Yes,No,No,0.0,Special School Assistance
Lakshmi,17,Male,MBC,Muslim,Student,Post Graduate,119163.57,Single,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
,36,Male,MBC,Christian,Unemployed,12th Pass,132817.52,Single,,5.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Venkat,36,Male,SC,Others,Unorganised Worker,Graduate,38352.73,Married,Thanjavur,6.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Geetha,26,Male,SC,Christian,Construction Worker,8th Pass,137057.53,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Sumathy,43,Male,BC,Christian,Toddy Tapper,Graduate,80544.25,Married,Salem,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Sumathy,73,Male,OC,Hindu,Farmer,8th Pass,149391.64,Widowed,Thoothukudi,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Kavitha,48,Female,BC,Others,Farmer,Graduate,90353.77,Widowed,Erode,4.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Divya,73,Male,MBC,Hindu,Employee,12th Pass,257078.03,Married,Chennai,6.0,APL,No,Yes,No,1.32,CMCHIS – Chief Minister's Health Insurance
,22,Female,ST,Others,Farmer,No Formal Education,48623.87,Married,Virudhunagar,2.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Meena,22,Male,ST,Christian,Unorganised Worker,Graduate,94637.65,Married,Villupuram,7.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Priya,53,Female,SC,Others,Employee,10th Pass,145358.77,Married,Cuddalore,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Sangeetha,52,Male,OC,Christian,Unorganised Worker,12th Pass,89029.39,Single,Kancheepuram,6.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Divya,27,Female,BC,Hindu,Student,10th Pass,164236.51,Single,Nagapattinam,4.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
,50,Male,MBC,Others,Self-employed,,157903.37,Single,Tirunelveli,5.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
Kumar,28,Female,ST,Christian,Homemaker,Post Graduate,155745.98,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Selvam,46,Female,SC,Muslim,Farmer,12th Pass,38310.05,Married,Chennai,2.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Arjun,49,Male,ST,Hindu,Homemaker,Graduate,61307.92,Married,Virudhunagar,7.0,BPL,,Yes,No,0.0,Free Colour TV Scheme
Rekha,45,Male,SC,Muslim,Employee,8th Pass,184389.22,Single,Thanjavur,1.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
,32,Male,ST,Others,Self-employed,No Formal Education,337200.6,Single,Thoothukudi,3.0,BPL,No,Yes,Yes,1.49,Chief Minister's Green Tamil Nadu Mission
Kumar,21,Female,ST,Muslim,Homemaker,12th Pass,173981.0,Married,Madurai,2.0,APL,No,Yes,No,,Kalaignar Magalir Urimai Thogai
Karthik,35,Female,BC,Hindu,Employee,Graduate,96261.76,Single,Tiruchirappalli,2.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Arjun,37,Female,BC,Christian,Homemaker,Post Graduate,88525.74,Married,Sivaganga,3.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Geetha,31,Female,SC,Christian,Homemaker,12th Pass,104136.46,Married,Virudhunagar,2.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Divya,26,Female,SC,Muslim,Student,Graduate,90902.73,Single,Sivaganga,4.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Kavitha,35,Female,SC,Muslim,Homemaker,Graduate,94560.39,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Arjun,27,Female,SC,Others,Homemaker,Post Graduate,,Married,Vellore,5.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Venkat,31,Female,OC,Others,Farmer,10th Pass,,Single,Cuddalore,4.0,APL,No,Yes,Yes,0.62,PM Kisan Samman Nidhi
Priya,47,Male,MBC,Hindu,Farmer,12th Pass,72333.89,Married,Kancheepuram,7.0,BPL,No,Yes,Yes,2.21,Free Distribution of Seeds and Fertilizers
Vijay,35,Male,SC,Christian,Farmer,10th Pass,147705.32,Married,Villupuram,6.0,BPL,No,Yes,Yes,1.01,Free Borewell Scheme for Farmers
Kumar,28,Male,BC,Hindu,Farmer,12th Pass,93738.19,Married,Thanjavur,4.0,BPL,No,Yes,Yes,4.18,Crop Insurance Scheme (PMFBY)
Lakshmi,24,Female,OC,Christian,Farmer,8th Pass,245485.64,Married,Thoothukudi,5.0,APL,No,Yes,Yes,1.03,Kisan Credit Card Scheme
Arjun,34,Female,BC,Christian,Farmer,12th Pass,124939.84,Married,Krishnagiri,2.0,BPL,No,Yes,Yes,3.18,Solar Pump Scheme for Farmers
Kumar,55,Male,MBC,Muslim,Farmer,Graduate,230322.79,Married,Namakkal,6.0,APL,No,Yes,Yes,2.31,Coconut Development Board Subsidy
Rajan,39,Male,SC,Hindu,Fisher,No Formal Education,80479.35,Married,Madurai,2.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Selvam,36,Male,SC,Others,Fisher,5th Pass,39536.34,Married,Ramanathapuram,3.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Lakshmi,47,Male,BC,Christian,Fisher,12th Pass,85761.83,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Rajan,24,Male,SC,,Fisher,5th Pass,91862.01,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Divya,9,Female,SC,Christian,Student,No Formal Education,82230.57,Single,Erode,5.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Kavitha,20,Male,MBC,Christian,Student,Post Graduate,134773.87,Single,Cuddalore,5.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Rajan,22,Female,ST,Christian,Student,12th Pass,150582.94,Single,Dindigul,2.0,BPL,No,Yes,No,0.0,Pudhumai Penn Scheme
Priya,22,Male,SC,Muslim,Unemployed,Graduate,219649.12,Single,Thoothukudi,2.0,BPL,No,Yes,No,0.0,CM Internship Programme
Vijay,22,Male,BC,Muslim,Unemployed,,55402.87,Single,Coimbatore,4.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Nithya,14,Female,MBC,Christian,Student,8th Pass,123374.91,Single,Dindigul,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Meena,22,Male,SC,Hindu,Student,12th Pass,130730.85,Single,Vellore,5.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Selvam,24,Male,SC,Christian,Homemaker,Graduate,65912.09,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Sangeetha,13,Female,SC,Muslim,Student,8th Pass,88286.16,Single,Villupuram,2.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Vijay,32,Female,SC,Hindu,Self-employed,Graduate,152147.37,Married,Thoothukudi,2.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Lakshmi,31,Female,SC,Muslim,Farmer,Graduate,61072.37,Married,Namakkal,5.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Balu,49,Female,BC,Hindu,Unemployed,12th Pass,83044.0,Widowed,Ramanathapuram,4.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Divya,55,Male,MBC,Hindu,Student,12th Pass,119389.54,Widowed,Nagapattinam,3.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Rajan,50,Female,SC,Christian,Homemaker,Post Graduate,87070.06,Married,Villupuram,4.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Murugan,6,Female,ST,Muslim,Student,8th Pass,72142.29,Single,Vellore,3.0,BPL,Yes,No,No,0.0,Special School Assistance
Vijay,23,Male,SC,Hindu,Student,,148022.85,Single,Kancheepuram,4.0,APL,No,Yes,No,0.0,CM Youth Sports Incentive
Rekha,30,Female,SC,Muslim,Unemployed,Graduate,128860.91,Married,Cuddalore,3.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Kumar,38,Male,BC,Muslim,Unorganised Worker,12th Pass,43972.96,Married,Sivaganga,4.0,BPL,,Yes,No,0.0,Unorganised Workers Welfare Scheme
Murugan,43,Male,MBC,Christian,Construction Worker,Graduate,42481.8,Married,Salem,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Vijay,24,Male,MBC,Muslim,Toddy Tapper,12th Pass,89350.34,Married,Ramanathapuram,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Kavitha,61,Male,OC,Hindu,Homemaker,8th Pass,174371.13,Married,Villupuram,4.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Sumathy,70,Female,MBC,Hindu,Farmer,Post Graduate,59702.14,Widowed,Thanjavur,3.0,BPL,,Yes,No,,Widow Pension Scheme
Rajan,24,Female,ST,Others,Employee,10th Pass,95509.07,Married,Vellore,5.0,APL,No,Yes,No,1.17,CMCHIS – Chief Minister's Health Insurance
Vijay,26,Male,ST,Muslim,Construction Worker,10th Pass,32076.59,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Divya,45,Male,MBC,Muslim,Unorganised Worker,No Formal Education,234962.62,,Namakkal,6.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Rajan,29,Female,OC,Hindu,Employee,10th Pass,,Married,Ramanathapuram,5.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Geetha,64,Female,OC,,Farmer,Graduate,71369.76,Single,Villupuram,5.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Divya,16,Female,ST,Others,Student,Graduate,48569.81,Single,Thanjavur,2.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Anitha,40,Male,SC,Muslim,Self-employed,Post Graduate,168267.02,Married,,2.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Nithya,47,Female,MBC,Hindu,Homemaker,8th Pass,20500.82,Married,Sivaganga,6.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Arjun,45,Female,BC,Muslim,Homemaker,8th Pass,33778.36,Married,Tirunelveli,5.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Karthik,26,Female,ST,Muslim,Homemaker,Graduate,99018.37,Married,Vellore,4.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Sumathy,20,Female,OC,Others,Unorganised Worker,,259595.94,Married,Madurai,5.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Anitha,53,Male,ST,,Farmer,10th Pass,208344.21,Single,,3.0,APL,No,Yes,Yes,0.75,Chief Minister's Green Tamil Nadu Mission
Kavitha,38,Female,OC,Others,Homemaker,10th Pass,47580.3,Married,Tiruchirappalli,3.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Murugan,40,Female,SC,Hindu,Employee,Graduate,51915.19,Single,Ramanathapuram,5.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Arjun,37,Female,ST,Christian,Homemaker,5th Pass,165173.86,Married,Villupuram,6.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Nithya,36,Female,SC,Muslim,Homemaker,5th Pass,65016.31,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Lakshmi,29,Female,MBC,Muslim,Student,Post Graduate,82963.59,,Krishnagiri,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Arjun,26,Female,SC,Hindu,Homemaker,Graduate,73544.85,Married,Krishnagiri,2.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Geetha,49,Female,MBC,Muslim,Homemaker,No Formal Education,57984.76,Married,Namakkal,5.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Venkat,27,Male,ST,Hindu,Farmer,Post Graduate,178830.62,Single,Tirunelveli,3.0,APL,No,Yes,Yes,2.86,PM Kisan Samman Nidhi
Rajan,33,Male,ST,Muslim,Farmer,,117721.45,Married,Tiruchirappalli,6.0,BPL,No,Yes,Yes,2.34,Free Distribution of Seeds and Fertilizers
Lakshmi,61,Female,SC,Others,Farmer,10th Pass,168129.12,Married,Tiruchirappalli,3.0,BPL,,Yes,Yes,2.6,Free Borewell Scheme for Farmers
Nithya,39,Male,BC,,Farmer,No Formal Education,48756.45,Married,Nagapattinam,5.0,APL,No,Yes,Yes,3.45,Crop Insurance Scheme (PMFBY)
Rajan,44,Male,SC,Muslim,Farmer,Post Graduate,224683.13,Married,Cuddalore,3.0,APL,No,Yes,Yes,4.58,Kisan Credit Card Scheme
Murugan,54,Female,BC,Christian,Farmer,12th Pass,70828.17,Married,Namakkal,5.0,BPL,No,Yes,Yes,2.68,Solar Pump Scheme for Farmers
Priya,34,Female,BC,Muslim,Farmer,12th Pass,71555.46,Married,Nagapattinam,6.0,BPL,No,Yes,Yes,,Coconut Development Board Subsidy
Nithya,26,Male,ST,Christian,Fisher,10th Pass,68725.79,Married,Thoothukudi,2.0,BPL,No,Yes,No,,Free Boat and Net Scheme
Arjun,25,Male,BC,Christian,Fisher,5th Pass,95790.71,Married,Coimbatore,2.0,APL,No,Yes,No,,Fishermen Accident Relief Scheme
Sangeetha,44,Male,ST,Christian,Fisher,10th Pass,89300.61,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Nithya,37,Male,SC,Hindu,Fisher,12th Pass,31591.47,Married,Ramanathapuram,3.0,BPL,No,Yes,No,,Fishermen Saving-cum-Relief Scheme
Nithya,14,Female,MBC,Hindu,Student,No Formal Education,27074.01,Single,Thanjavur,5.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Rekha,22,Male,ST,Christian,Student,,86971.5,Single,Krishnagiri,4.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Vijay,24,Female,BC,Hindu,Student,Post Graduate,163295.57,Single,Sivaganga,4.0,,No,Yes,No,0.0,Pudhumai Penn Scheme
Sangeetha,21,Male,OC,Others,Unemployed,Graduate,197235.59,Single,Erode,2.0,BPL,No,Yes,No,0.0,CM Internship Programme
Kavitha,27,Female,ST,Muslim,Unemployed,Post Graduate,31704.91,Single,Virudhunagar,5.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Balu,18,Female,OC,Christian,Student,No Formal Education,130816.97,Single,Vellore,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Kavitha,19,Female,SC,Muslim,Student,Graduate,118067.29,Single,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Geetha,63,Male,SC,Christian,Farmer,12th Pass,82627.15,Married,Chennai,6.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Karthik,24,Female,SC,Muslim,Student,5th Pass,107468.96,Single,Thoothukudi,6.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Vijay,32,Male,SC,Hindu,Self-employed,Post Graduate,36535.97,Married,Nagapattinam,3.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Kumar,23,Female,SC,Hindu,Self-employed,Graduate,292383.68,Married,Erode,5.0,BPL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Rajan,21,Male,BC,Others,Unemployed,Graduate,62705.68,Single,Dindigul,3.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Venkat,8,Female,BC,Hindu,Student,5th Pass,86951.76,Married,Ramanathapuram,4.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kumar,34,Female,ST,Christian,Unemployed,8th Pass,56147.45,Married,Tirunelveli,1.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Rekha,12,Female,MBC,Hindu,Student,No Formal Education,,Single,Madurai,2.0,BPL,Yes,No,No,0.0,Special School Assistance
Venkat,17,Female,OC,Hindu,Student,Graduate,188093.35,Single,Erode,2.0,APL,No,Yes,No,0.0,CM Youth Sports Incentive
Meena,31,Female,SC,Muslim,Unemployed,10th Pass,117084.48,Single,Erode,2.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Murugan,32,Male,ST,Hindu,Unorganised Worker,No Formal Education,84215.11,Married,Villupuram,6.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Arjun,46,Male,ST,Others,Construction Worker,10th Pass,50819.97,Married,Thoothukudi,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Murugan,40,Male,ST,Others,Toddy Tapper,Post Graduate,71729.55,Married,Coimbatore,4.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Geetha,72,Female,BC,Hindu,Unemployed,Post Graduate,77166.69,Widowed,Madurai,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
